Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22.0,0,Non-Travel,457,Research & Development,26,2,Other,1605,2.0,Female,85,2,1,Research Scientist,3.0,Married,2814.0,10293,1,Yes,14,3,2,0,4,3.0,2.0,4.0,2,1,3
50.0,0,Travel_Frequently,1234,Research & Development,20,5,Medical,1606,2.0,Male,41,3,4,Healthcare Representative,3.0,Married,11245.0,20689,2,Yes,15,3,3,1,32,3.0,3.0,30.0,8,12,13
150.0,0,Travel_Rarely,634,Research & Development,5,4,Other,1607,2.0,Female,35,4,1,Research Scientist,4.0,Married,3312.0,18783,3,No,17,3,4,2,6,3.0,3.0,3.0,2,0,2
44.0,0,Travel_Rarely,1313,Research & Development,7,3,Medical,1608,2.0,Female,31,3,5,Research Director,4.0,Divorced,19049.0,3549,0,Yes,14,3,4,1,23,4.0,2.0,5.0,7,1,10
30.0,0,Travel_Rarely,241,Research & Development,7,3,Medical,1609,2.0,Male,48,2,1,Research Scientist,2.0,Married,2141.0,5348,1,No,-5,3,2,1,6,3.0,2.0,6.0,4,1,1
45.0,0,Travel_Rarely,1015,Research & Development,5,5,Medical,1611,3.0,Female,50,1,2,Laboratory Technician,1.0,Single,5769.0,23447,1,Yes,14,3,1,0,10,3.0,3.0,10.0,7,1,4
45.0,0,Non-Travel,336,Sales,26,3,Marketing,1612,1.0,Male,52,2,2,Sales Executive,1.0,Married,4385.0,24162,1,No,15,3,1,1,10,2.0,3.0,10.0,7,4,5
31.0,0,Travel_Frequently,715,Sales,2,4,Other,1613,4.0,Male,54,3,2,Sales Executive,3.0,Single,4960.0,21602,7,No,13,3,4,0,10,3.0,3.0,5.0,2,0,3
36.0,0,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1614,3.0,Female,76,3,2,Manufacturing Director,3.0,Married,4663.0,12421,9,Yes,12,3,2,2,7,2.0,3.0,3.0,2,1,1
34.0,0,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1615,3.0,Male,42,4,2,Manufacturing Director,3.0,Divorced,4724.0,17000,1,No,13,3,1,1,9,3.0,3.0,9.0,7,7,2
49.0,0,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1617,3.0,Female,84,3,1,Laboratory Technician,1.0,Married,3211.0,22102,1,No,14,3,4,1,10,3.0,2.0,9.0,6,1,4
39.0,0,Travel_Rarely,1387,Research & Development,10,5,Medical,1618,2.0,Male,76,3,2,Manufacturing Director,1.0,Married,5377.0,3835,2,No,13,3,4,3,10,3.0,3.0,7.0,7,7,7
27.0,0,Travel_Rarely,1302,Research & Development,19,3,Other,1619,4.0,Male,67,2,1,Laboratory Technician,1.0,Divorced,4066.0,16290,1,No,11,3,1,2,7,3.0,3.0,7.0,7,0,7
35.0,0,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1621,2.0,Male,48,4,2,Research Scientist,1.0,Married,5208.0,26312,1,No,11,3,4,0,16,2.0,3.0,16.0,15,1,10
36.0,0,Travel_Rarely,580,Research & Development,27,3,Medical,1622,2.0,Female,39,1,2,Manufacturing Director,1.0,Divorced,4960.0,20460,0,No,21,4,2,1,6,5.0,2.0,5.0,3,0,0
21.0,0,Travel_Rarely,546,Research & Development,5,1,Medical,1623,3.0,Male,97,3,1,Research Scientist,4.0,Single,3117.0,26009,1,No,18,3,3,0,3,3.0,3.0,2.0,2,2,2
18.0,1,Travel_Frequently,544,Sales,3,2,Medical,1624,3.0,Female,70,3,1,Sales Representative,4.0,Single,1569.0,18420,1,Yes,12,3,3,0,0,2.0,4.0,0.0,0,0,0
47.0,0,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1625,3.0,Female,98,3,5,Manager,3.0,Married,19658.0,5220,3,No,11,3,3,1,27,2.0,3.0,5.0,2,1,0
39.0,0,Travel_Rarely,170,Research & Development,3,2,Medical,1627,3.0,Male,76,2,2,LABORATORY TECHNICIAN,3.0,Divorced,3069.0,10302,0,No,15,3,4,1,11,3.0,3.0,10.0,8,0,7
36.0,0,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1628,1.0,Female,80,2,3,Manufacturing Director,3.0,Married,4960.0,25800,1,No,13,3,4,2,18,2.0,3.0,18.0,15,14,12
35.0,0,Non-Travel,208,Research & Development,8,4,Life Sciences,1630,3.0,Female,52,3,2,Healthcare Representative,3.0,Married,4148.0,12250,1,No,12,3,4,1,15,5.0,3.0,14.0,11,2,9
37.0,0,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1631,3.0,Male,85,3,2,Manufacturing Director,3.0,Married,5768.0,26493,3,No,17,3,1,3,9,2.0,2.0,4.0,3,0,2
39.0,0,Travel_Frequently,711,Research & Development,4,3,Medical,1633,1.0,Female,81,3,2,Manufacturing Director,3.0,Single,5042.0,3140,0,No,13,3,4,0,10,2.0,1.0,9.0,2,3,8
45.0,0,Travel_Rarely,1329,Research & Development,2,2,Other,1635,4.0,Female,59,2,2,Manufacturing Director,4.0,Divorced,5770.0,5388,1,No,19,3,1,2,10,3.0,3.0,10.0,7,3,9
38.0,0,Travel_Rarely,397,Research & Development,2,2,Medical,1638,3.0,Female,54,2,3,Manufacturing Director,3.0,Married,7756.0,14199,3,Yes,19,3,4,1,10,6.0,4.0,5.0,4,0,2
35.0,1,Travel_Rarely,737,Sales,10,3,Medical,1639,4.0,Male,55,2,3,Sales Executive,1.0,Married,10306.0,21530,9,No,17,3,3,0,15,3.0,3.0,13.0,12,6,0
36.0,0,Travel_Rarely,1470,Research & Development,10,3,Medical,1640,2.0,Female,71,3,1,Research Scientist,2.0,Married,3936.0,9953,1,No,11,3,1,1,8,2.0,1.0,8.0,4,7,7
40.0,0,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1641,3.0,Female,84,3,3,Manufacturing Director,4.0,Single,7945.0,19948,6,Yes,15,3,4,0,18,2.0,2.0,4.0,2,3,3
44.0,0,Travel_Frequently,602,Human Resources,1,5,Human Resources,1642,1.0,Male,37,3,2,Human Resources,4.0,Married,5743.0,10503,4,Yes,11,3,3,0,14,3.0,3.0,10.0,7,0,2
48.0,0,Travel_Frequently,365,Research & Development,4,5,Medical,1644,3.0,Male,89,2,4,Manager,4.0,Married,15202.0,5602,2,No,25,4,2,1,23,3.0,3.0,2.0,2,2,2
35.0,1,Travel_Rarely,763,Sales,15,2,Medical,1645,1.0,Male,59,1,2,Sales Executive,4.0,Divorced,5440.0,22098,6,Yes,14,3,4,2,7,2.0,2.0,2.0,2,2,2
24.0,0,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1646,3.0,Female,32,3,1,Research Scientist,4.0,Single,3760.0,17218,1,Yes,13,3,3,0,6,2.0,3.0,6.0,3,1,3
27.0,0,Travel_Rarely,486,Research & Development,8,3,Medical,1647,3.0,Female,86,4,1,Research Scientist,3.0,Married,3517.0,22490,7,No,17,3,1,0,5,0.0,3.0,3.0,2,0,2
27.0,0,Travel_Frequently,591,Research & Development,2,3,Medical,1648,4.0,Male,87,3,1,Research Scientist,4.0,Single,2580.0,6297,2,No,13,3,3,0,6,0.0,2.0,4.0,2,1,2
40.0,1,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1649,1.0,Male,73,3,1,Laboratory Technician,1.0,Single,2166.0,3339,3,Yes,14,3,2,0,10,3.0,1.0,4.0,2,0,3
29.0,0,Travel_Rarely,469,Sales,10,3,Medical,1650,3.0,Male,42,2,2,Sales Executive,3.0,Single,5869.0,23413,9,No,11,3,3,0,8,3.0,3.0,5.0,2,1,4
36.0,0,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1651,2.0,Female,42,3,3,Healthcare Representative,3.0,Married,8008.0,22792,4,No,12,3,3,2,9,6.0,3.0,3.0,2,0,2
36.0,0,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1653,4.0,Male,77,4,2,Manufacturing Director,3.0,Divorced,5206.0,4973,1,No,17,3,3,2,7,3.0,3.0,7.0,7,0,7
39.0,0,Travel_Rarely,492,Research & Development,12,3,Medical,1654,4.0,Male,66,3,2,Manufacturing Director,3.0,Married,5295.0,7693,4,No,21,4,3,0,7,3.0,3.0,5.0,4,1,0
49.0,0,Travel_Rarely,301,Research & Development,22,4,Other,1655,1.0,Female,72,3,4,Research Director,3.0,Married,16413.0,3498,3,No,16,3,2,2,27,2.0,3.0,4.0,2,1,2
50.0,0,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1656,4.0,Female,50,2,3,Research Director,1.0,Divorced,4960.0,21981,5,No,15,3,3,3,19,3.0,3.0,14.0,11,1,11
20.0,0,Travel_Rarely,1141,Sales,2,3,Medical,1657,3.0,Female,31,3,1,Sales Representative,3.0,Single,2783.0,13251,1,No,19,3,1,0,2,3.0,3.0,2.0,2,2,2
34.0,0,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1658,4.0,Female,66,3,2,Research Scientist,2.0,Divorced,500000.0,19332,1,No,12,3,3,1,11,2.0,3.0,11.0,8,7,9
36.0,0,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1659,1.0,Male,77,3,1,Laboratory Technician,3.0,Single,2013.0,10950,2,No,11,3,3,0,15,4.0,3.0,4.0,3,1,3
49.0,0,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1661,3.0,Female,41,2,4,Healthcare Representative,3.0,Married,13966.0,11652,2,Yes,19,3,2,1,30,3.0,3.0,15.0,11,2,12
36.0,0,Non-Travel,894,Research & Development,1,4,Medical,1662,3.0,Female,33,2,2,manufacturing director,3.0,Married,4374.0,15411,0,No,15,3,3,0,4,6.0,3.0,3.0,2,1,2
36.0,0,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1664,4.0,Male,79,4,2,Healthcare Representative,1.0,Divorced,6842.0,26308,6,No,20,4,1,1,13,3.0,3.0,5.0,4,0,4
54.0,0,Travel_Rarely,584,Research & Development,22,5,Medical,1665,2.0,Female,91,3,4,Manager,3.0,Married,4960.0,18685,3,No,25,4,3,1,36,6.0,3.0,10.0,8,4,7
43.0,0,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1666,3.0,Male,65,2,4,Research Director,3.0,Married,4960.0,3525,1,No,24,4,1,1,14,3.0,3.0,14.0,10,6,11
35.0,1,Travel_Frequently,880,Sales,12,4,Other,1667,4.0,Male,36,3,2,Sales Executive,4.0,Single,4581.0,10414,3,Yes,24,4,1,0,13,2.0,4.0,11.0,9,6,7
38.0,0,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1668,4.0,Male,90,3,2,Research Scientist,3.0,Married,4735.0,9867,7,No,15,3,4,2,19,4.0,4.0,13.0,11,2,9
29.0,0,Travel_Rarely,991,Sales,5,3,Medical,1669,1.0,Male,43,2,2,Sales Executive,2.0,Divorced,4187.0,3356,1,Yes,13,3,2,1,10,3.0,2.0,10.0,0,0,9
33.0,0,Travel_Rarely,392,Sales,2,4,Medical,1670,4.0,Male,93,3,2,Sales Executive,4.0,Divorced,5505.0,3921,1,No,14,3,3,2,6,5.0,3.0,6.0,2,0,4
32.0,0,Travel_Rarely,977,Research & Development,2,3,Medical,1671,4.0,Male,45,3,2,Research Scientist,2.0,Divorced,5470.0,25518,0,No,13,3,3,2,10,4.0,2.0,9.0,5,1,6
31.0,0,Travel_Rarely,1112,Sales,5,4,Life Sciences,1673,1.0,Female,67,3,2,Sales Executive,4.0,Married,5476.0,22589,1,No,11,3,1,2,10,2.0,3.0,10.0,0,0,2
49.0,0,Travel_Rarely,464,Research & Development,16,3,Medical,1674,4.0,Female,74,3,1,Laboratory Technician,1.0,Divorced,2587.0,24941,4,Yes,16,3,2,1,17,2.0,2.0,2.0,2,2,2
38.0,0,Travel_Frequently,148,Research & Development,2,3,Medical,1675,4.0,Female,42,2,1,Laboratory Technician,2.0,Single,2440.0,23826,1,No,22,4,2,0,4,3.0,3.0,4.0,3,3,3
47.0,0,Travel_Rarely,1225,Sales,2,4,Life Sciences,1676,2.0,Female,47,4,4,Manager,2.0,Divorced,15972.0,21086,6,No,14,3,3,3,29,2.0,3.0,3.0,2,1,2
49.0,0,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1677,3.0,Male,36,3,4,Manager,3.0,Single,15379.0,22384,4,No,14,3,1,0,23,2.0,3.0,8.0,7,0,0
41.0,0,Travel_Rarely,1206,Sales,23,2,Life Sciences,1678,4.0,Male,80,3,3,Sales Executive,3.0,Single,7082.0,11591,3,Yes,16,3,4,0,21,2.0,3.0,2.0,0,0,2
20.0,0,Travel_Rarely,727,Sales,9,1,Life Sciences,1680,4.0,Male,54,3,1,Sales Representative,1.0,Single,2728.0,21082,1,No,11,3,1,0,2,3.0,3.0,2.0,2,0,2
33.0,0,Non-Travel,530,Sales,16,3,Life Sciences,1681,3.0,Female,36,3,2,Sales Executive,4.0,Divorced,5368.0,16130,1,Yes,25,4,3,1,7,2.0,3.0,6.0,5,1,2
36.0,0,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1682,1.0,Male,80,3,2,Healthcare Representative,3.0,Married,5347.0,7419,6,No,14,3,2,2,10,2.0,2.0,3.0,2,0,2
44.0,0,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1683,3.0,Female,44,3,1,Human Resources,4.0,Divorced,3195.0,4167,4,Yes,18,3,1,3,8,2.0,3.0,2.0,2,2,2
23.0,1,Travel_Rarely,1320,Research & Development,8,1,Medical,1684,4.0,Male,93,2,1,Laboratory Technician,3.0,Single,3989.0,20586,1,Yes,11,3,1,0,5,2.0,3.0,5.0,4,1,2
38.0,0,Travel_Rarely,1495,Research & Development,4,2,Medical,1687,4.0,Female,87,3,1,Laboratory Technician,3.0,Married,3306.0,26176,7,No,19,3,4,1,7,5.0,2.0,0.0,0,0,0
53.0,0,Travel_Rarely,1395,research & development,24,4,Medical,1689,2.0,Male,48,4,3,HEALTHCARE REPRESENTATIVE,4.0,Married,4960.0,3458,3,No,15,3,3,0,11,2.0,3.0,4.0,3,1,2
48.0,1,Travel_Frequently,708,Sales,7,2,Medical,1691,4.0,Female,95,3,1,Sales Representative,3.0,Married,2655.0,11740,2,Yes,11,3,3,2,19,3.0,3.0,9.0,7,7,7
2.0,1,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1692,4.0,Male,95,3,1,Laboratory Technician,2.0,Single,1393.0,24852,1,No,12,3,1,0,1,3.0,3.0,1.0,0,0,0
26.0,0,Non-Travel,786,Research & Development,7,3,Medical,1693,4.0,Male,76,3,1,Laboratory Technician,4.0,Single,4960.0,11925,1,No,20,4,3,0,7,5.0,3.0,7.0,7,5,7
55.0,0,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1694,1.0,Male,94,2,1,Research Scientist,2.0,Divorced,4960.0,23737,5,No,12,3,4,1,8,1.0,3.0,4.0,2,1,2
34.0,0,Travel_Rarely,1157,Research & Development,5,2,Medical,1696,2.0,Unknown,57,2,2,Laboratory Technician,4.0,Married,3986.0,11912,1,No,14,3,3,1,15,3.0,4.0,15.0,10,4,13
60.0,0,Travel_Rarely,370,Research & Development,1,4,Medical,1697,3.0,Male,92,1,3,Healthcare Representative,4.0,Divorced,10883.0,20467,3,No,20,4,3,1,19,2.0,4.0,1.0,0,0,0
33.0,0,Travel_Rarely,267,Research & Development,21,3,Medical,1698,2.0,Male,79,4,1,Laboratory Technician,2.0,Married,2028.0,13637,1,No,18,3,4,3,14,6.0,3.0,14.0,11,2,13
37.0,0,Travel_Frequently,1278,Sales,1,4,Medical,1700,3.0,Male,31,1,2,Sales Executive,4.0,Divorced,9525.0,7677,1,No,14,3,3,2,6,2.0,2.0,6.0,3,1,3
34.0,0,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1701,2.0,Female,35,2,1,Research Scientist,4.0,Married,2929.0,20338,1,No,12,3,2,0,10,3.0,3.0,10.0,9,8,7
36.0,1,Travel_Rarely ,427,Sales,7,3,Life Sciences,1702,3.0,Male,99,3,1,Sales Representative,4.0,Divorced,2275.0,25103,1,Yes,21,4,2,1,3,2.0,3.0,3.0,2,0,2
44.0,0,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1703,3.0,Female,96,4,3,Healthcare Representative,4.0,Married,7879.0,14810,1,Yes,19,3,2,1,9,2.0,3.0,8.0,7,6,7
35.0,0,Travel_Frequently,146,Research & Development,2,4,Medical,1704,1.0,Male,79,2,1,Research Scientist,4.0,Single,4930.0,13970,0,Yes,14,3,3,0,6,2.0,4.0,5.0,4,1,4
43.0,0,Travel_Rarely,1179,Sales,2,3,Medical,1706,3.0,Male,73,3,2,Sales Executive,4.0,Married,7847.0,6069,1,Yes,17,3,1,1,10,3.0,3.0,10.0,9,8,8
24.0,0,Travel_Rarely,581,Research & Development,9,3,Medical,1707,3.0,Male,62,4,1,Research Scientist,3.0,Married,4401.0,17616,1,No,16,3,4,1,5,1.0,3.0,5.0,3,0,4
41.0,0,Travel_Rarely,918,Sales,6,3,Marketing,1708,4.0,Male,35,3,3,Sales Executive,3.0,Single,9241.0,15869,1,No,12,3,2,0,10,3.0,3.0,10.0,8,8,7
29.0,0,Travel_Rarely,1082,Research & Development,9,4,Medical,1709,4.0,Female,43,3,1,Laboratory Technician,3.0,Married,2974.0,25412,9,No,17,3,3,1,9,3.0,3.0,5.0,3,1,2
36.0,0,Travel_Rarely,530,Sales,2,4,Life Sciences,1710,3.0,Female,51,3,2,Sales Representative,4.0,Single,4960.0,7439,3,No,15,3,3,0,17,2.0,2.0,13.0,7,6,7
45.0,0,Non-Travel,1238,Research & Development,1,1,Life Sciences,1712,3.0,Male,74,2,3,Healthcare Representative,3.0,Married,10748.0,3395,3,No,23,4,4,1,25,3.0,2.0,23.0,15,14,4
24.0,1,Travel_Rarely,240,Human Resources,22,1,Human Resources,1714,4.0,Male,58,1,1,Human Resources,3.0,Married,1555.0,11585,1,No,11,3,3,1,1,3.0,3.0,1.0,0,0,0
47.0,1,Travel_Frequently,1093,Sales,9,3,Life Sciences,1716,3.0,Male,82,1,4,Sales Executive,3.0,Married,12936.0,24164,7,No,11,3,3,0,25,3.0,1.0,23.0,5,14,10
26.0,0,Travel_Rarely,390,Research & Development,17,4,Medical,1718,4.0,Male,62,1,1,Laboratory Technician,3.0,Married,2305.0,6217,1,No,15,3,3,3,3,3.0,4.0,3.0,2,0,2
45.0,0,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1719,4.0,Female,48,2,4,Research Director,2.0,Single,16704.0,17119,1,No,11,3,3,0,21,3.0,3.0,21.0,6,8,6
32.0,0,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1720,3.0,Male,56,3,1,Research Scientist,3.0,Married,3433.0,17360,6,No,13,3,1,1,10,3.0,2.0,5.0,2,1,3
31.0,0,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1721,2.0,Male,69,3,1,Laboratory Technician,3.0,Complicated,3477.0,18103,1,No,14,3,4,1,6,2.0,4.0,5.0,2,0,3
41.0,0, Non-Travel,552,Human Resources,4,3,Human Resources,1722,3.0,Male,60,1,2,Human Resources,2.0,Married,6430.0,20794,6,No,19,3,2,1,10,4.0,3.0,3.0,2,1,2
40.0,0,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1724,2.0,Female,92,3,2,Manufacturing Director,1.0,Married,4960.0,5041,2,Yes,16,3,2,1,18,3.0,3.0,1.0,0,0,0
24.0,0,Travel_Rarely,506,Research & Development,29,1,Medical,1725,2.0,Male,91,3,1,Laboratory Technician,1.0,Divorced,3907.0,3622,1,No,13,3,2,3,6,2.0,4.0,6.0,2,1,2
46.0,0,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1727,3.0,Male,34,3,2,healthcare representative,2.0,Single,5562.0,9697,6,No,14,3,4,0,19,3.0,3.0,10.0,7,0,9
35.0,0,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1728,4.0,Male,49,3,2,Manufacturing Director,3.0,Married,6883.0,5151,2,No,16,3,2,1,17,3.0,3.0,7.0,7,0,7
30.0,0,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1729,2.0,Male,33,3,1,Research Scientist,3.0,Married,2862.0,3811,1,No,12,3,2,1,10,2.0,2.0,10.0,0,0,8
47.0,0,Non-Travel,543,Sales,2,4,Marketing,1731,3.0,Male,87,3,2,Sales Executive,2.0,Married,4978.0,3536,7,No,11,3,4,1,4,3.0,1.0,1.0,0,0,0
46.0,0,Travel_Rarely,1277,Sales,2,3,Life Sciences,1732,3.0,Male,74,3,3,Sales Executive,4.0,Divorced,10368.0,5596,4,Yes,12,3,2,1,13,5.0,2.0,10.0,6,0,3
36.0,1,Travel_Rarely,1456,Sales,13,5,Marketing,1733,2.0,Male,96,2,2,Sales Executive,1.0,Divorced,6134.0,8658,5,Yes,13,3,2,3,16,3.0,3.0,5.0,2,2,2
32.0,1,Travel_Rarely,964,Sales,1,2,Life Sciences,1734,3.0,Male,34,1,2,Sales Executive,2.0,Single,6735.0,12147,6,No,15,3,2,0,10,2.0,3.0,0.0,0,0,0
23.0,0,Travel_Rarely,160,Research & Development,4,1,Medical,1735,3.0,Female,51,3,1,Laboratory Technician,3.0,Single,3295.0,12862,1,No,13,3,3,0,3,3.0,1.0,3.0,2,1,2
31.0,0,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1736,4.0,Female,30,3,2,Manufacturing Director,4.0,Single,5238.0,6670,2,No,20,4,4,0,9,3.0,2.0,5.0,4,1,4
39.0,0, Non-Travel,792,Research & Development,1,3,Life Sciences,1737,4.0,Male,77,3,2,Laboratory Technician,4.0,Married,6472.0,8989,1,Yes,15,3,4,1,9,2.0,3.0,9.0,8,5,8
32.0,0,Travel_Rarely,371,Sales,19,3,Life Sciences,1739,3.0,Male,80,1,3,Sales Executive,3.0,Married,9610.0,3840,3,No,13,3,3,1,10,2.0,1.0,4.0,3,0,2
40.0,0,Travel_Rarely,611,Sales,7,4,Medical,1740,3.0,Male,88,3,5,Manager,2.0,Single,19833.0,4349,1,No,14,3,2,0,21,3.0,3.0,21.0,8,12,8
45.0,0,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1744,3.0,Female,56,1,3,Human Resources,3.0,Married,4960.0,6595,4,No,21,4,3,2,9,2.0,4.0,5.0,0,0,3
36.0,0,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1745,4.0,Female,78,2,1,Research Scientist,3.0,Single,4968.0,26427,0,No,16,3,4,0,10,2.0,3.0,5.0,7,0,7
24.0,0,Travel_Frequently,897,Human Resources,10,3,Medical,1746,1.0,Male,59,3,1,Human Resources,4.0,Married,2145.0,2097,0,No,14,3,4,1,3,2.0,3.0,5.0,2,2,1
30.0,1,Travel_Frequently,600,Human Resources,8,3,Human Resources,1747,3.0,Female,66,2,1,Human Resources,4.0,Divorced,2180.0,9732,6,No,11,3,3,1,6,0.0,2.0,5.0,2,1,2
31.0,0,Travel_Rarely,1003,Sales,5,3,Technical Degree,1749,1.0,Male,51,3,2,Sales Executive,3.0,Married,8346.0,20943,1,No,19,3,3,1,6,3.0,3.0,5.0,2,0,2
27.0,0,Travel_Rarely,1054,Research & Development,8,3,Medical,1751,3.0,Female,67,3,1,Research Scientist,3.0,Single,3445.0,6152,1,No,11,3,3,0,6,5.0,2.0,6.0,2,1,4
29.0,1,Travel_Rarely,428,Sales,9,3,Marketing,1752,2.0,Female,52,1,1,Sales Representative,2.0,Single,2760.0,14630,1,No,13,3,3,0,2,3.0,3.0,2.0,2,2,2
29.0,0,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1753,4.0,Male,70,4,2,HEALTHCARE REPRESENTATIVE,3.0,Single,6294.0,23060,8,Yes,12,3,4,0,10,5.0,4.0,3.0,2,0,2
30.0,0,Travel_Rarely,979,Sales,15,2,Marketing,1754,3.0,Male,94,2,3,Sales Executive,1.0,Divorced,7140.0,3088,2,No,11,3,1,1,12,2.0,3.0,5.0,7,1,7
34.0,0,Travel_Rarely,181,Research & Development,2,4,Medical,1755,4.0,Male,97,4,1,Research Scientist,4.0,Married,2932.0,5586,0,Yes,14,3,1,3,6,3.0,3.0,5.0,0,1,2
33.0,0,Non-Travel,1283,Sales,2,3,Marketing,1756,4.0,Female,62,3,2,Sales Executive,2.0,Single,5147.0,10697,8,No,15,3,4,0,13,2.0,2.0,11.0,7,1,7
36.0,0,Travel_Rarely,1313,Sales,11,4,Marketing,1757,4.0,Female,80,3,2,Sales Executive,4.0,Single,4960.0,8191,3,No,12,3,3,0,8,1.0,4.0,5.0,1,0,4
33.0,1,Travel_Rarely,211,Sales,16,3,Life Sciences,1758,1.0,Female,74,3,3,Sales Executive,1.0,Single,8564.0,10092,2,Yes,20,4,3,0,11,2.0,2.0,0.0,0,0,0
38.0,0,Travel_Frequently,594,Research & Development,2,2,Medical,1760,3.0,Female,75,2,1,Laboratory Technician,2.0,Married,2468.0,15963,4,No,14,3,2,1,9,4.0,2.0,6.0,1,0,5
31.0,1,Travel_Rarely,1079,Sales,16,4,Marketing,1761,1.0,Male,70,3,3,Sales Executive,3.0,Married,8161.0,19002,2,No,13,3,1,3,10,2.0,3.0,5.0,0,0,0
29.0,0,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1762,4.0,Female,91,2,1,Research Scientist,1.0,Divorced,2109.0,10007,1,No,13,3,3,1,1,2.0,3.0,1.0,0,0,0
30.0,0,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1763,3.0,Male,58,4,2,Healthcare Representative,3.0,Married,5294.0,9128,3,No,16,3,3,1,10,3.0,3.0,7.0,0,1,7
32.0,0,Non-Travel,953,Research & Development,5,4,Technical Degree,1764,2.0,Male,65,3,1,Research Scientist,2.0,Single,2718.0,17674,2,No,14,3,2,0,12,3.0,3.0,7.0,7,0,7
38.0,0,Travel_Rarely,833,Research & Development,18,3,Medical,1766,2.0,Male,60,1,2,Healthcare Representative,4.0,Married,5811.0,24539,3,Yes,16,3,3,1,15,2.0,3.0,5.0,0,1,0
43.0,1,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1767,3.0,Male,38,2,1,Research Scientist,3.0,Married,2437.0,15587,9,Yes,16,3,4,1,6,4.0,3.0,1.0,0,0,0
42.0,0,Travel_Rarely,855,Research & Development,12,3,Medical,1768,3.0,Male,57,3,1,Laboratory Technician,2.0,Divorced,2766.0,8952,8,No,22,4,2,3,7,6.0,2.0,5.0,3,0,4
55.0,0,Travel_Rarely,478,Research & Development,2,3,Medical,1770,3.0,Male,60,2,5,Research Director,1.0,Married,19038.0,19805,8,No,12,3,2,3,34,2.0,3.0,1.0,0,0,0
33.0,0,Non-Travel,775,Research & Development,4,3,Technical Degree,1771,4.0,Male,90,3,2,Research Scientist,2.0,Divorced,3055.0,6194,5,No,15,3,4,2,11,3.0,2.0,9.0,8,1,7
41.0,0,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1772,3.0,Male,94,3,1,Laboratory Technician,1.0,Divorced,2289.0,20520,1,No,20,4,2,2,5,3.0,3.0,5.0,3,0,4
34.0,0,Non-Travel,1375,Sales,10,3,Life Sciences,1774,4.0,Male,87,3,2,Sales Executive,3.0,Divorced,4001.0,12313,1,Yes,14,3,3,1,15,3.0,3.0,15.0,14,0,7
53.0,0,Non-Travel,661,Research & Development,1,4,Medical,1775,1.0,Female,60,2,4,Manufacturing Director,3.0,Married,12965.0,22308,4,Yes,20,4,4,3,27,2.0,2.0,3.0,2,0,2
